     ,Age ,JobLevel            ,JobInvolvement ,JobSatisfaction ,MonthlyIncome           ,TotalWorkingYears ,YearsAtCompany ,YearsInCurrentRole ,YearsSinceLastPromotion ,YearsWithCurrManager ,DistanceFromHome ,Education ,EnvironmentSatisfaction ,RelationshipSatisfaction ,WorkLifeBalance ,NumCompaniesWorked ,PercentSalaryHike ,PerformanceRating ,StockOptionLevel ,TrainingTimesLastYear ,Attrition ,Gender_Female ,Gender_Male ,MaritalStatus_Divorced ,MaritalStatus_Married ,MaritalStatus_Single ,Department_Human Resources ,Department_Research & Development ,Department_Sales ,JobRole_Healthcare Representative ,JobRole_Human Resources ,JobRole_Laboratory Technician ,JobRole_Manager ,JobRole_Manufacturing Director ,JobRole_Research Director ,JobRole_Research Scientist ,JobRole_Sales Executive ,JobRole_Sales Representative ,BusinessTravel_Non-Travel ,BusinessTravel_Travel_Frequently ,BusinessTravel_Travel_Rarely ,EducationField_Human Resources ,EducationField_Life Sciences ,EducationField_Marketing ,EducationField_Medical ,EducationField_Other ,EducationField_Technical Degree ,OverTime_No ,OverTime_Yes
  10 , 35 ,-1.1701349128380225 ,             4 ,              2 ,-1.18296482453779       ,              6.0 ,           5.0 ,               4.0 ,-1.0979508909510696     ,                   3 ,              16 ,        3 ,                      1 ,                       3 ,              3 ,                 0 ,               13 ,                3 ,               1 ,                    5 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          1.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
  11 , 29 ,0.24162209711567809 ,             2 ,              3 ,-0.26844838738237864    ,             10.0 ,           9.0 ,               5.0 ,-1.0979508909510696     ,                   8 ,              15 ,        2 ,                      4 ,                       4 ,              3 ,                 0 ,               12 ,                3 ,               0 ,                    3 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          1.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
  12 , 31 ,-1.1701349128380225 ,             3 ,              3 ,-0.8694705163928552     ,              5.0 ,           5.0 ,               2.0 ,1.1458345245989048      ,                   3 ,              26 ,        1 ,                      1 ,                       4 ,              2 ,                 1 ,               17 ,                3 ,               1 ,                    1 ,        0 ,          0.0 ,        1.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
  13 , 34 ,-1.1701349128380225 ,             3 ,              4 ,-1.0227911387987483     ,              3.0 ,           2.0 ,               2.0 ,0.09363795813772066     ,                   2 ,              19 ,        2 ,                      2 ,                       3 ,              3 ,                 0 ,               11 ,                3 ,               1 ,                    2 ,        0 ,          0.0 ,        1.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          1.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
  14 , 28 ,-1.1701349128380225 ,             2 ,              3 ,-1.500184272055228      ,              6.0 ,           4.0 ,               2.0 ,-1.0979508909510696     ,                   3 ,              24 ,        3 ,                      3 ,                       2 ,              3 ,                 5 ,               14 ,                3 ,               0 ,                    4 ,        1 ,          0.0 ,        1.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          1.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
  15 , 29 ,1.0098224046128177  ,             4 ,              1 ,1.027141592555826       ,             10.0 ,          10.0 ,               9.0 ,1.5658238032600442      ,                   8 ,              21 ,        4 ,                      2 ,                       3 ,              3 ,                 1 ,               11 ,                3 ,               1 ,                    1 ,        0 ,          1.0 ,        0.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           1.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
  16 , 32 ,-1.1701349128380225 ,             4 ,              2 ,-0.6599528468977456     ,              7.0 ,           6.0 ,               2.0 ,-1.0979508909510696     ,                   5 ,               5 ,        2 ,                      1 ,                       4 ,              2 ,                 0 ,               12 ,                3 ,               2 ,                    5 ,        0 ,          0.0 ,        1.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
  17 , 22 ,-1.1701349128380225 ,             4 ,              4 ,-0.8555599374051104     ,              1.0 ,           1.0 ,               0.0 ,-1.0979508909510696     ,                   0 ,              16 ,        2 ,                      4 ,                       2 ,              2 ,                 1 ,               13 ,                3 ,               2 ,                    2 ,        0 ,          0.0 ,        1.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          1.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      1.0 ,                             0.0 ,                         0.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
  18 , 53 ,1.5001635467712537  ,             2 ,              4 ,1.6133438712468482      ,             28.5 ,          18.0 ,               8.0 ,0.932624551643783       ,                   7 ,               2 ,        4 ,                      1 ,                       3 ,              3 ,                 2 ,               16 ,                3 ,               0 ,                    3 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            1.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
  19 , 38 ,-1.1701349128380225 ,             3 ,              4 ,-0.36685763550665446    ,              6.0 ,           3.0 ,               2.0 ,0.09363795813772066     ,                   2 ,               2 ,        3 ,                      4 ,                       3 ,              3 ,                 5 ,               11 ,                3 ,               0 ,                    3 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
  20 , 24 ,0.24162209711567809 ,             4 ,              3 ,-0.33968430345785544    ,              5.0 ,           4.0 ,               2.0 ,0.09363795813772066     ,                   3 ,              11 ,        2 ,                      1 ,                       4 ,              2 ,                 0 ,               18 ,                3 ,               1 ,                    5 ,        0 ,          1.0 ,        0.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           1.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      1.0 ,                             0.0 ,                         0.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   0.0 ,                 1.0 ,                            0.0 ,        1.0 ,         0.0
  21 , 36 ,-1.1701349128380225 ,             2 ,              1 ,-0.6060527011571148     ,             10.0 ,           5.0 ,               3.0 ,-1.0979508909510696     ,                   3 ,               9 ,        4 ,                      3 ,                       2 ,              3 ,                 7 ,               23 ,                4 ,               0 ,                    4 ,        1 ,          0.0 ,        1.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         1.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
  22 , 34 ,1.0098224046128177  ,             3 ,              2 ,1.2795280916380722      ,             13.0 ,          12.0 ,               6.0 ,0.6197033290330628      ,                  11 ,               7 ,        4 ,                      1 ,                       3 ,              3 ,                 0 ,               11 ,                3 ,               0 ,                    4 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      1.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
  23 , 21 ,-1.1701349128380225 ,             3 ,              4 ,-2.4315061209129656     ,              0.0 ,           0.0 ,               0.0 ,-1.0979508909510696     ,                   0 ,              15 ,        2 ,                      3 ,                       4 ,              3 ,                 1 ,               14 ,                3 ,               0 ,                    6 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
  24 , 34 ,-1.1701349128380225 ,             3 ,              1 ,-0.8412092608951605     ,              8.0 ,           4.0 ,               2.0 ,0.09363795813772066     ,                   3 ,               6 ,        1 ,                      2 ,                       3 ,              3 ,                 2 ,               11 ,                3 ,               0 ,                    2 ,        1 ,          0.0 ,        1.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
  25 , 53 ,1.843455618085905   ,             3 ,              3 ,1.7065680636630618      ,             26.0 ,          14.0 ,              13.0 ,1.1458345245989048      ,                   8 ,               5 ,        3 ,                      3 ,                       4 ,              2 ,                 4 ,               11 ,                3 ,               1 ,                    3 ,        0 ,          1.0 ,        0.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            1.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   0.0 ,                 1.0 ,                            0.0 ,        1.0 ,         0.0
  26 , 32 ,-1.1701349128380225 ,             1 ,              1 ,-0.3771343279180354     ,             10.0 ,          10.0 ,               2.0 ,1.4250615390081112      ,                   7 ,              16 ,        1 ,                      2 ,                       2 ,              3 ,                 1 ,               22 ,                4 ,               0 ,                    5 ,        1 ,          1.0 ,        0.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             1.0 ,                         0.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
  27 , 42 ,0.24162209711567809 ,             3 ,              2 ,0.4813797445021079      ,             10.0 ,           9.0 ,               7.0 ,1.1458345245989048      ,                   2 ,               8 ,        4 ,                      3 ,                       4 ,              3 ,                 0 ,               11 ,                3 ,               1 ,                    2 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    1.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     1.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
  28 , 44 ,1.0098224046128177  ,             2 ,              4 ,1.063982724328788       ,             24.0 ,          18.0 ,               6.0 ,1.3030222721549278      ,                  17 ,               7 ,        4 ,                      1 ,                       4 ,              3 ,                 3 ,               14 ,                3 ,               1 ,                    4 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              1.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
  29 , 46 ,1.843455618085905   ,             3 ,              1 ,1.7065680636630618      ,             22.0 ,           2.0 ,               2.0 ,0.6197033290330628      ,                   1 ,               2 ,        4 ,                      2 ,                       4 ,              2 ,                 3 ,               12 ,                3 ,               0 ,                    2 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            1.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     1.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
  30 , 33 ,-1.1701349128380225 ,             3 ,              4 ,-1.1334347625467625     ,              7.0 ,           1.0 ,               1.0 ,-1.0979508909510696     ,                   0 ,               2 ,        3 ,                      3 ,                       4 ,              3 ,                 4 ,               11 ,                3 ,               0 ,                    3 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          1.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
  31 , 44 ,0.24162209711567809 ,             3 ,              4 ,0.40082268938883603     ,              9.0 ,           4.0 ,               2.0 ,0.09363795813772066     ,                   3 ,              10 ,        4 ,                      4 ,                       4 ,              4 ,                 2 ,               13 ,                3 ,               0 ,                    5 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              1.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   0.0 ,                 1.0 ,                            0.0 ,        0.0 ,         1.0
  32 , 30 ,-1.1701349128380225 ,             2 ,              3 ,-1.3501250374889158     ,             10.0 ,          10.0 ,               0.0 ,0.09363795813772066     ,                   8 ,               9 ,        2 ,                      4 ,                       1 ,              3 ,                 1 ,               13 ,                3 ,               0 ,                    5 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          1.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
  33 , 39 ,0.24162209711567809 ,             3 ,              4 ,-1.4496649127389296     ,             19.0 ,           1.0 ,               0.0 ,-1.0979508909510696     ,                   0 ,               5 ,        3 ,                      4 ,                       3 ,              4 ,                 3 ,               14 ,                3 ,               1 ,                    6 ,        1 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         1.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            1.0 ,        1.0 ,         0.0
  34 , 24 ,-1.1701349128380225 ,             3 ,              4 ,-1.2818042783682022     ,              6.0 ,           2.0 ,               0.0 ,0.6197033290330628      ,                   0 ,               1 ,        3 ,                      2 ,                       1 ,              2 ,                 2 ,               16 ,                3 ,               1 ,                    2 ,        1 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
  35 , 43 ,-1.1701349128380225 ,             4 ,              3 ,-1.033167396764867      ,              6.0 ,           5.0 ,               3.0 ,0.09363795813772066     ,                   4 ,               2 ,        2 ,                      4 ,                       4 ,              2 ,                 1 ,               12 ,                3 ,               2 ,                    3 ,        0 ,          1.0 ,        0.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
